UserID,FriendID,FriendCount,HasMultipleFriends
303970470,2734192923,51,Multiple Friends
303970470,274913029,51,Multiple Friends
303970470,6206451816,51,Multiple Friends
303970470,96759156,51,Multiple Friends
303970470,537045902,51,Multiple Friends
303970470,356429928,51,Multiple Friends
303970470,1136538561,51,Multiple Friends
303970470,1886721315,51,Multiple Friends
303970470,112684840,51,Multiple Friends
303970470,155779950,51,Multiple Friends
303970470,486756461,51,Multiple Friends
303970470,103258430,51,Multiple Friends
303970470,375350688,51,Multiple Friends
303970470,1832333721,51,Multiple Friends
303970470,1331243894,51,Multiple Friends
303970470,514287545,51,Multiple Friends
303970470,809020470,51,Multiple Friends
303970470,534856111,51,Multiple Friends
303970470,1152752059,51,Multiple Friends
303970470,1163486097,51,Multiple Friends
303970470,551550103,51,Multiple Friends
303970470,478011486,51,Multiple Friends
303970470,1331242706,51,Multiple Friends
303970470,58019541,51,Multiple Friends
303970470,1711023705,51,Multiple Friends
303970470,480912963,51,Multiple Friends
303970470,452382525,51,Multiple Friends
303970470,1041,51,Multiple Friends
303970470,1348482669,51,Multiple Friends
303970470,110069543,51,Multiple Friends
303970470,5776392517,51,Multiple Friends
303970470,1574067263,51,Multiple Friends
303970470,1166703323,51,Multiple Friends
303970470,534853211,51,Multiple Friends
303970470,265861424,51,Multiple Friends
303970470,3183037021,51,Multiple Friends
303970470,1103036893,51,Multiple Friends
303970470,480933995,51,Multiple Friends
303970470,560499531,51,Multiple Friends
303970470,1169747619,51,Multiple Friends
303970470,5653242768,51,Multiple Friends
303970470,4218381683,51,Multiple Friends
303970470,1052825107,51,Multiple Friends
53183714,2310249100,112,Multiple Friends
53183714,441025594,112,Multiple Friends
53183714,65455321,112,Multiple Friends
53183714,353901579,112,Multiple Friends
53183714,105296256,112,Multiple Friends
53183714,325190378,112,Multiple Friends
53183714,40987715,112,Multiple Friends
53183714,143246365,112,Multiple Friends
53183714,66680722,112,Multiple Friends
53183714,59299064,112,Multiple Friends
53183714,1286645118,112,Multiple Friends
53183714,823255234,112,Multiple Friends
53183714,59730291,112,Multiple Friends
53183714,1844207946,112,Multiple Friends
53183714,855288591,112,Multiple Friends
53183714,3764095892,112,Multiple Friends
53183714,2787359695,112,Multiple Friends
53183714,198006401,112,Multiple Friends
53183714,82609105,112,Multiple Friends
53183714,996781775,112,Multiple Friends
53183714,112078225,112,Multiple Friends
53183714,319661853,112,Multiple Friends
53183714,676310091,112,Multiple Friends
53183714,56055081,112,Multiple Friends
53183714,82995820,112,Multiple Friends
53183714,115788493,112,Multiple Friends
53183714,146211470,112,Multiple Friends
53183714,39272998,112,Multiple Friends
53183714,118793120,112,Multiple Friends
53183714,574565091,112,Multiple Friends
53183714,171745183,112,Multiple Friends
53183714,108201269,112,Multiple Friends
53183714,1106914585,112,Multiple Friends
53183714,1270800122,112,Multiple Friends
53183714,178811986,112,Multiple Friends
53183714,69639998,112,Multiple Friends
53183714,2569680294,112,Multiple Friends
53183714,2785480728,112,Multiple Friends
53183714,58433819,112,Multiple Friends
53183714,95490179,112,Multiple Friends
53183714,138343319,112,Multiple Friends
53183714,554009720,112,Multiple Friends
53183714,602301452,112,Multiple Friends
53183714,613063228,112,Multiple Friends
53183714,720985123,112,Multiple Friends
53183714,103039401,112,Multiple Friends
53183714,705343155,112,Multiple Friends
53183714,149785251,112,Multiple Friends
53183714,702600066,112,Multiple Friends
53183714,82407732,112,Multiple Friends
53183714,37713687,112,Multiple Friends
53183714,39405743,112,Multiple Friends
53183714,1091626378,112,Multiple Friends
53183714,53311165,112,Multiple Friends
53183714,897267332,112,Multiple Friends
53183714,847029490,112,Multiple Friends
53183714,83244611,112,Multiple Friends
53183714,238933387,112,Multiple Friends
53183714,219631815,112,Multiple Friends
53183714,840805990,112,Multiple Friends
53183714,186378222,112,Multiple Friends
53183714,148151109,112,Multiple Friends
53183714,240517012,112,Multiple Friends
53183714,144774718,112,Multiple Friends
53183714,2253017751,112,Multiple Friends
53183714,42479712,112,Multiple Friends
53183714,546443773,112,Multiple Friends
53183714,1335004765,112,Multiple Friends
53183714,703090268,112,Multiple Friends
53183714,880807874,112,Multiple Friends
53183714,186008627,112,Multiple Friends
53183714,442167650,112,Multiple Friends
53183714,355206333,112,Multiple Friends
53183714,3675881,112,Multiple Friends
53183714,695157966,112,Multiple Friends
53183714,14681791,112,Multiple Friends
53183714,1838110342,112,Multiple Friends
53183714,3519059087,112,Multiple Friends
53183714,287696504,112,Multiple Friends
53183714,1421634550,112,Multiple Friends
53183714,166202803,112,Multiple Friends
53183714,104415490,112,Multiple Friends
53183714,2715041425,112,Multiple Friends
53183714,2791862365,112,Multiple Friends
53183714,1245838691,112,Multiple Friends
53183714,1641633853,112,Multiple Friends
53183714,313571264,112,Multiple Friends
53183714,1041,112,Multiple Friends
53183714,577782216,112,Multiple Friends
53183714,98511547,112,Multiple Friends
53183714,60366770,112,Multiple Friends
53183714,941608227,112,Multiple Friends
53183714,1145702547,112,Multiple Friends
53183714,59150419,112,Multiple Friends
53183714,105810227,112,Multiple Friends
53183714,216137152,112,Multiple Friends
53183714,1022869806,112,Multiple Friends
53183714,101602884,112,Multiple Friends
53183714,203103314,112,Multiple Friends
53183714,623724649,112,Multiple Friends
53183714,2566043935,112,Multiple Friends
53183714,1142309752,112,Multiple Friends
53183714,930800909,112,Multiple Friends
53183714,138028223,112,Multiple Friends
53183714,677588671,112,Multiple Friends
53183714,16479155,112,Multiple Friends
53183714,390459718,112,Multiple Friends
53183714,77016578,112,Multiple Friends
53183714,40561497,112,Multiple Friends
53183714,14517254,112,Multiple Friends
53183714,287507283,112,Multiple Friends
53183714,138016651,112,Multiple Friends
178296,82432935,2,Multiple Friends
178296,1041,2,Multiple Friends
3307698548,292470002,44,Multiple Friends
3307698548,2344307291,44,Multiple Friends
3307698548,1206570313,44,Multiple Friends
3307698548,6214476761,44,Multiple Friends
3307698548,193297928,44,Multiple Friends
3307698548,3162355263,44,Multiple Friends
3307698548,2204788963,44,Multiple Friends
3307698548,309932713,44,Multiple Friends
3307698548,75203457,44,Multiple Friends
3307698548,2061371441,44,Multiple Friends
3307698548,176234044,44,Multiple Friends
3307698548,1447001275,44,Multiple Friends
3307698548,3005116712,44,Multiple Friends
3307698548,96558145,44,Multiple Friends
3307698548,74969339,44,Multiple Friends
3307698548,4081793510,44,Multiple Friends
3307698548,462253604,44,Multiple Friends
3307698548,289609296,44,Multiple Friends
3307698548,2224372120,44,Multiple Friends
3307698548,4105647002,44,Multiple Friends
3307698548,3333529547,44,Multiple Friends
3307698548,661557044,44,Multiple Friends
3307698548,300952933,44,Multiple Friends
3307698548,534404715,44,Multiple Friends
3307698548,1171598411,44,Multiple Friends
3307698548,3884545254,44,Multiple Friends
3307698548,276374589,44,Multiple Friends
3307698548,1027148331,44,Multiple Friends
3307698548,3978744194,44,Multiple Friends
3307698548,1648019277,44,Multiple Friends
3307698548,143299641,44,Multiple Friends
3307698548,1128258806,44,Multiple Friends
3307698548,1810198588,44,Multiple Friends
3307698548,1693303503,44,Multiple Friends
3307698548,363277488,44,Multiple Friends
3307698548,1041,44,Multiple Friends
3307698548,108252808,44,Multiple Friends
3307698548,55917577,44,Multiple Friends
3307698548,747256415,44,Multiple Friends
3307698548,1916581604,44,Multiple Friends
3307698548,418198122,44,Multiple Friends
3307698548,1069875,44,Multiple Friends
3307698548,2324539019,44,Multiple Friends
3307698548,261581704,44,Multiple Friends
33705283,519056357,96,Multiple Friends
33705283,88758367,96,Multiple Friends
33705283,51310105,96,Multiple Friends
33705283,99282705,96,Multiple Friends
33705283,74476894,96,Multiple Friends
33705283,102422419,96,Multiple Friends
33705283,91613985,96,Multiple Friends
33705283,88489696,96,Multiple Friends
33705283,81412857,96,Multiple Friends
33705283,2747255355,96,Multiple Friends
33705283,78383328,96,Multiple Friends
33705283,284090007,96,Multiple Friends
33705283,90262619,96,Multiple Friends
33705283,99210457,96,Multiple Friends
33705283,1891332301,96,Multiple Friends
33705283,73442739,96,Multiple Friends
33705283,72531024,96,Multiple Friends
33705283,412873356,96,Multiple Friends
33705283,85369263,96,Multiple Friends
33705283,72496533,96,Multiple Friends
33705283,86711525,96,Multiple Friends
33705283,74931781,96,Multiple Friends
33705283,51476118,96,Multiple Friends
33705283,107657676,96,Multiple Friends
33705283,86345258,96,Multiple Friends
33705283,70979137,96,Multiple Friends
33705283,73029192,96,Multiple Friends
33705283,155928208,96,Multiple Friends
33705283,54072096,96,Multiple Friends
33705283,300017526,96,Multiple Friends
33705283,1273909724,96,Multiple Friends
33705283,86345186,96,Multiple Friends
33705283,31243730,96,Multiple Friends
33705283,86096553,96,Multiple Friends
33705283,13763787,96,Multiple Friends
33705283,86302338,96,Multiple Friends
33705283,81757205,96,Multiple Friends
33705283,240407923,96,Multiple Friends
33705283,65928543,96,Multiple Friends
33705283,74965867,96,Multiple Friends
33705283,112326407,96,Multiple Friends
33705283,81648890,96,Multiple Friends
33705283,78416936,96,Multiple Friends
33705283,219950778,96,Multiple Friends
33705283,70064039,96,Multiple Friends
33705283,46087958,96,Multiple Friends
33705283,14643117,96,Multiple Friends
33705283,81135284,96,Multiple Friends
33705283,246696315,96,Multiple Friends
33705283,66866771,96,Multiple Friends
33705283,153744317,96,Multiple Friends
33705283,289843637,96,Multiple Friends
33705283,121177361,96,Multiple Friends
33705283,71543246,96,Multiple Friends
33705283,230247280,96,Multiple Friends
33705283,84093891,96,Multiple Friends
33705283,93497900,96,Multiple Friends
33705283,3805754098,96,Multiple Friends
33705283,82334239,96,Multiple Friends
33705283,49607163,96,Multiple Friends
33705283,39648182,96,Multiple Friends
33705283,285065568,96,Multiple Friends
33705283,78262323,96,Multiple Friends
33705283,86400912,96,Multiple Friends
33705283,112369006,96,Multiple Friends
33705283,16351832,96,Multiple Friends
33705283,277021138,96,Multiple Friends
33705283,43111095,96,Multiple Friends
33705283,1041,96,Multiple Friends
33705283,85173425,96,Multiple Friends
33705283,85947422,96,Multiple Friends
33705283,61035739,96,Multiple Friends
33705283,249968695,96,Multiple Friends
33705283,86184615,96,Multiple Friends
33705283,33700396,96,Multiple Friends
33705283,86777958,96,Multiple Friends
33705283,99051562,96,Multiple Friends
33705283,44644526,96,Multiple Friends
33705283,78110082,96,Multiple Friends
33705283,249374526,96,Multiple Friends
33705283,984510614,96,Multiple Friends
33705283,93972186,96,Multiple Friends
33705283,70442006,96,Multiple Friends
33705283,66330991,96,Multiple Friends
33705283,86430642,96,Multiple Friends
33705283,45998444,96,Multiple Friends
33705283,22322293,96,Multiple Friends
33705283,86403945,96,Multiple Friends
33705283,151575513,96,Multiple Friends
33705283,95174201,96,Multiple Friends
33705283,30769332,96,Multiple Friends
33705283,325751525,96,Multiple Friends
33705283,92880903,96,Multiple Friends
33705283,71072394,96,Multiple Friends
33705283,92389940,96,Multiple Friends
33705283,2320005785,96,Multiple Friends
5140,925,132,Multiple Friends
5140,1824,132,Multiple Friends
5140,3181,132,Multiple Friends
5140,180,132,Multiple Friends
5140,1741,132,Multiple Friends
5140,363,132,Multiple Friends
5140,4681,132,Multiple Friends
5140,1415,132,Multiple Friends
5140,267,132,Multiple Friends
5140,598,132,Multiple Friends
5140,33377415,132,Multiple Friends
5140,342,132,Multiple Friends
5140,2571,132,Multiple Friends
5140,21182424,132,Multiple Friends
5140,941,132,Multiple Friends
5140,1032,132,Multiple Friends
5140,926,132,Multiple Friends
5140,5939,132,Multiple Friends
5140,1944,132,Multiple Friends
5140,6392,132,Multiple Friends
5140,6032,132,Multiple Friends
5140,6978,132,Multiple Friends
5140,231,132,Multiple Friends
5140,1277,132,Multiple Friends
5140,18298071,132,Multiple Friends
5140,60521402,132,Multiple Friends
5140,19358,132,Multiple Friends
5140,319,132,Multiple Friends
5140,5822,132,Multiple Friends
5140,2633,132,Multiple Friends
5140,721,132,Multiple Friends
5140,2295,132,Multiple Friends
5140,126229984,132,Multiple Friends
5140,448,132,Multiple Friends
5140,6327,132,Multiple Friends
5140,6556,132,Multiple Friends
5140,5699,132,Multiple Friends
5140,6729,132,Multiple Friends
5140,418,132,Multiple Friends
5140,4449,132,Multiple Friends
5140,1792,132,Multiple Friends
5140,575,132,Multiple Friends
5140,5122,132,Multiple Friends
5140,553945,132,Multiple Friends
5140,1392,132,Multiple Friends
5140,84600978,132,Multiple Friends
5140,1448,132,Multiple Friends
5140,5369,132,Multiple Friends
5140,1154,132,Multiple Friends
5140,9763,132,Multiple Friends
5140,6274,132,Multiple Friends
5140,2947,132,Multiple Friends
5140,388705,132,Multiple Friends
5140,59623348,132,Multiple Friends
5140,6059,132,Multiple Friends
5140,5141,132,Multiple Friends
5140,1740,132,Multiple Friends
5140,3638,132,Multiple Friends
5140,238,132,Multiple Friends
5140,5934,132,Multiple Friends
5140,7600,132,Multiple Friends
5140,347970,132,Multiple Friends
5140,384,132,Multiple Friends
5140,493,132,Multiple Friends
5140,624,132,Multiple Friends
5140,1569,132,Multiple Friends
5140,831,132,Multiple Friends
5140,3039,132,Multiple Friends
5140,4215,132,Multiple Friends
5140,889,132,Multiple Friends
5140,1971,132,Multiple Friends
5140,1453483,132,Multiple Friends
5140,3995,132,Multiple Friends
5140,8265,132,Multiple Friends
5140,9013,132,Multiple Friends
5140,109702758,132,Multiple Friends
5140,829,132,Multiple Friends
5140,25070,132,Multiple Friends
5140,881,132,Multiple Friends
5140,567,132,Multiple Friends
5140,5662,132,Multiple Friends
5140,6341,132,Multiple Friends
5140,23956132,132,Multiple Friends
5140,1627,132,Multiple Friends
5140,115468336,132,Multiple Friends
5140,92278722,132,Multiple Friends
5140,2626754,132,Multiple Friends
5140,5332821,132,Multiple Friends
5140,1487,132,Multiple Friends
5140,5013,132,Multiple Friends
5140,1041,132,Multiple Friends
5140,461174,132,Multiple Friends
5140,8762,132,Multiple Friends
5140,246,132,Multiple Friends
5140,10655,132,Multiple Friends
5140,1458,132,Multiple Friends
5140,134731,132,Multiple Friends
5140,439,132,Multiple Friends
5140,11343,132,Multiple Friends
5140,1941,132,Multiple Friends
5140,10909,132,Multiple Friends
5140,1110,132,Multiple Friends
5140,1661,132,Multiple Friends
5140,627,132,Multiple Friends
5140,4004,132,Multiple Friends
5140,3123,132,Multiple Friends
5140,4765,132,Multiple Friends
5140,1506,132,Multiple Friends
5140,6071,132,Multiple Friends
5140,313,132,Multiple Friends
5140,6040,132,Multiple Friends
5140,110549198,132,Multiple Friends
5140,826,132,Multiple Friends
5140,417,132,Multiple Friends
5140,6181,132,Multiple Friends
5140,748264,132,Multiple Friends
5140,684,132,Multiple Friends
5140,898,132,Multiple Friends
5140,73344100,132,Multiple Friends
5140,68985374,132,Multiple Friends
5140,3981139,132,Multiple Friends
5140,9736,132,Multiple Friends
5140,358,132,Multiple Friends
5140,4699,132,Multiple Friends
5140,9494,132,Multiple Friends
5140,641,132,Multiple Friends
5140,1429,132,Multiple Friends
